54423,43456,14221,23652,53526
43413,12162,51654,64533,12565
55141,35641,35466,26215,35563
51422,56544,35244,61351,22423
26355,42465,43355,62111,64433
63233,36454,36126,31462,26151
54426,25346,36534,62332,21555
33512,42355,24656,62624,43144
12566,14423,41323,22146,42312
36112,34543,32566,63165,41156
46456,56141,65563,63333,33552
55423,36453,36562,62526,34215
26532,56152,54464,14266,35424
53511,16454,63446,51211,42466
36233,65633,53154,12612,45621
26633,53624,64131,13366,55251
26223,14533,65526,64244,41342
61356,64542,56435,14423,53221
22451,11645,63144,16362,22326
22164,12544,66333,53215,13316
65566,61364,51124,35221,31166
33654,24614,65124,11564,32135
32265,23544,51313,34626,26435
63352,21432,21462,66532,62253
54446,34353,16165,23344,64556
26162,11432,31566,11354,61463
53443,54634,14262,52653,63656
52261,64626,23611,53423,63336
42141,23666,31115,53534,33566
34645,31443,23323,36332,46144
13136,21651,54534,42641,55433
52463,33115,44565,41635,43345
16645,41155,61516,25533,43152
22636,22612,14521,31435,11632
12635,22154,56166,63326,63353
42126,64152,23325,34125,61641
32414,12121,11662,26613,41352
16525,32144,25541,51464,36613
34555,15543,31536,33166,43435
42642,63636,32314,21633,41353
16146,56114,26122,64562,41535
21221,22521,22525,53233,56426
14555,55243,55562,63256,43532
25144,65661,65512,36516,21562
55165,32524,13633,36661,15361
63232,24116,36146,12624,44362
32451,15313,63116,16352,51616
22611,34241,26434,35366,46542
26433,26123,33436,63621,34426
65154,32635,36454,22454,14156
66114,26646,46545,55336,45136
11152,16346,52424,42534,65121
45536,13332,22532,26462,61142
31444,52213,66441,15533,14145
54454,64123,46553,22135,15446
16611,65462,41461,24353,54241
54635,22355,22323,15364,25116
21225,36111,53123,63644,55153
56552,46566,12166,64352,25455
31115,14464,52536,65144,61223
12452,11443,14514,61363,25553
24453,21525,24642,66212,61633
25353,21425,26313,65332,54125
36222,53221,15546,32544,52225
16566,35123,33225,26236,44443
55531,26432,24513,45213,63341
15111,34415,61251,13261,66252
